collected_at,theme_id,theme_name,rank,capture_idx,capture_item_idx,capture_dt,score,percentage_weight,avg_diff_pct,new_flag,hot_flag,summary_rank,description,max_stock_diff_pct,min_stock_diff_pct,sum_trade_value,top5_trade_value,type_stock_name,business_name,theme_url
2026-07-08T00:30:40+09:00,150847,반도체 후공정,13,10,20260707153955,2026-07-07 15:39:55.339011,50.7,52.92,-13.32,0,0,13,"가공된 웨이퍼내 칩을 규격에 맞게 자르고 조립하는 패키징 과정으로 패키징, 테스트공정이 포함",3.03,-26,0,0,,,https://finance.finup.co.kr/theme/150847
2026-07-08T00:30:40+09:00,3312,2차전지,14,10,20260707153955,2026-07-07 15:39:55.339011,49.3,48.62,-13.16,0,0,14,"전기 에너지를 화학 에너지의 형태로 저장해 재사용할 수 있게 만든 전지. 리튬이온 기반 전지가 주를 이루며 철, 니켈 , 망간, 코발트, 구리, 알루미늄 등 다양한 광물이 포함. 세부적으로 양극재, 음극재, 전도체 등으로 소재 구분이 가능",7.56,-14.71,0,0,,,https://finance.finup.co.kr/theme/3312
2026-07-08T00:30:40+09:00,3407,로봇,15,10,20260707153955,2026-07-07 15:39:55.339011,48.5,44.96,-13.11,0,0,15,"자동으로 특정한 일을 할 수 있게 만드는 기계, 자동화 기계가 대표적임",5.65,-18.09,0,0,,,https://finance.finup.co.kr/theme/3407
2026-07-08T00:30:40+09:00,159955,수소연료전지,16,10,20260707153955,2026-07-07 15:39:55.339011,48.400000000000006,42.15,-12.46,0,0,16,수소와 산소를 반응시켜 전기를 생성하는 장치. 화석연료를 이용하는 터빈 발전방식에 비해 에너지 효율이 높고 온실가스 발생이 적은 친환경 에너지원으로 정부가 탈원전 정책을 발표하고 친환경 에너지 정책을 추진하자 부각,8.98,-30,0,0,,,https://finance.finup.co.kr/theme/159955
2026-07-08T00:30:40+09:00,4441,우주항공,17,10,20260707153955,2026-07-07 15:39:55.339011,48,38.919999999999995,-12.56,0,0,17,"한국인 최초 우주인 탄생을 기점으로 나로호 발사(KSLV-I), 한국형 발사체(KSLV-Ⅱ) 개발사업 등 우주개발 사업이 활성화 될 것이라는 기대감이 고조되면서 형성된 섹터",3.86,-16.33,0,0,,,https://finance.finup.co.kr/theme/4441
2026-07-08T00:30:40+09:00,154286,자동차 부품,18,10,20260707153955,2026-07-07 15:39:55.339011,47.9,36.14,-12.42,0,0,18,"자동차 부품 생산업체. 국내 업체들이 전문화, 글로벌화 되고 있으며, 세계 완성차 업계의 납품 관행이 품질 위주로 바뀌면서 가격 대비 품질에서 앞서고 있는 국내 업체들의 해외 직수출이 확대",9.5,-16.97,0,0,,,https://finance.finup.co.kr/theme/154286
2026-07-08T00:30:40+09:00,165004,AI반도체,19,10,20260707153955,2026-07-07 15:39:55.339011,47.699999999999996,33.24,-12.37,0,0,19,AI기술 부각으로 부각된 AI반도체와 관련된 종목군,17.95,-26,0,0,,,https://finance.finup.co.kr/theme/165004
2026-07-08T00:30:40+09:00,150781,원자력,20,10,20260707153955,2026-07-07 15:39:55.339011,47.6,30.36,-12.57,0,0,20,"2008년 2월 이명박 정부 대통령직 인수위원회가 원자력 육성정책을 발표하면서 생성된 섹터. 전세계적인 에너지 수요증가와 친환경 정책, 경제적인 부분 등을 감안하여 원자력 발전의 필요성이 점차 부각된데다 국내 업체들의 해외 원자력발전소 건설 수주가 이어지는 등 업체들의 수혜가 기대됨",4.14,-26.03,0,0,,,https://finance.finup.co.kr/theme/150781
2026-07-08T00:30:40+09:00,154232,지주사,21,10,20260707153955,2026-07-07 15:39:55.339011,47.300000000000004,27.400000000000002,-12.24,0,0,21,"다른 회사의 주식을 소유함으로써, 사업활동을 지배하는 것을 사업으로 하는 회사. 자회사의 지분 보유를 통하여 기업집단의 소유지배구조를 형성하고 있는 기업군",7.95,-23.75,0,0,,,https://finance.finup.co.kr/theme/154232
2026-07-08T00:30:40+09:00,165277,의료AI,22,10,20260707153955,2026-07-07 15:39:55.339011,46.8,24.39,12.71,0,0,22,AI의료기술 보유 및 관련 종목군,30,-6.94,0,0,,,https://finance.finup.co.kr/theme/165277
2026-07-08T00:30:40+09:00,162887,AI(인공지능),23,10,20260707153955,2026-07-07 15:39:55.339011,45.7,21.2,-12.45,0,0,23,"다양한 용도로 활용하기 위해 사용되는 지능화된 제품의 로봇을 총칭. 지능형로봇 산업은 고부가가치 창출이 가능하고, 산업전반의 파급효과가 큰 차세대 핵심산업으로 소득수준의 향상, 고령화 사회의 도래 등으로 향후 수요가 크게 확산될 것으로 전망",9.97,-19.41,0,0,,,https://finance.finup.co.kr/theme/162887
2026-07-08T00:30:40+09:00,3378,수소차,24,10,20260707153955,2026-07-07 15:39:55.339011,45.6,18.55,-12.01,0,0,24,이산화탄소 등의 온실가스를 비롯한 유해물질을 전혀 배출하지 않는 차세대 친환경 자동차. 수소와 산소가 결합하는 과정에서 발생하는 전기적 에너지를 이용하여 움직이는 자동차로 수소가 주연료로 사용됨,3.48,-30,0,0,,,https://finance.finup.co.kr/theme/3378
2026-07-08T00:30:40+09:00,165042,반도체 HBM,25,10,20260707153955,2026-07-07 15:39:55.339011,45.6,15.899999999999999,-11.84,0,0,25,고대역폭 메모리이자 챗GPT용 고성능 메모리임. 관련된 종목군,3.56,-26,0,0,,,https://finance.finup.co.kr/theme/165042
2026-07-08T00:30:40+09:00,155286,LED 장비,26,10,20260707153955,2026-07-07 15:39:55.339011,45.5,13.200000000000001,-11.26,0,0,26,"LED 생산설비 제조사업을 영위하는 업체들. MOCVD(유기금속 화학증착 장비), LED 검사장비, 패키징 장비, LED용 레이저마킹 장비, 자동화공정 장비 등을 개발 및 생산하는 업체들이 있음",5.84,-26,0,0,,,https://finance.finup.co.kr/theme/155286
2026-07-08T00:30:40+09:00,166306,초전도체,27,10,20260707153955,2026-07-07 15:39:55.339011,45.300000000000004,10.52,11.75,0,0,27,한국 연구진이 상온 상압 초전도체를 개발했다는 논문이 알려지며 관련 연구를 진행했던 기업들 부각,29.98,-7.41,0,0,,,https://finance.finup.co.kr/theme/166306
2026-07-08T00:30:40+09:00,167410,SOFC(고체산화물연료전지),28,10,20260707153955,2026-07-07 15:39:55.339011,45,7.83,-11.73,0,0,28,,6.32,-30,0,0,,,https://finance.finup.co.kr/theme/167410
2026-07-08T00:30:40+09:00,154257,전력설비,29,10,20260707153955,2026-07-07 15:39:55.339011,44.9,5.2,-11.79,0,0,29,"발전, 송전,변전, 배전,전기공급, 전기사용을 위하여 설치하는 기계, 기구, 댐, 수로, 전선로, 그 밖의 설비 산업을 지칭함. 북한은 전력설비 인프라 시설이 부족하여 북한과 우호적인 상황이 연출될시 대북관련주에 포함되며 반응",1.7,-16.97,0,0,,,https://finance.finup.co.kr/theme/154257
2026-07-08T00:30:40+09:00,150775,제약/바이오,30,10,20260707153955,2026-07-07 15:39:55.339011,43.8,2.54,-11.42,0,0,30,"희귀병, 암, 당뇨 등 아직까지 완벽하게 치료제가 나오지 않은 병들을 타겟으로 신약을 개발하는 종목군",12.38,-16.36,0,0,,,https://finance.finup.co.kr/theme/150775
